Id,Course_Id,Course_Name,Sentiment,Review_Text,Instructor_Name,Difficulty_Level,Workload,Course_Year
5040,ML,Machine Learning,negative,This Machine Learning course was difficult.,Ms. Ishu C,Easy,High,2024
5041,PH,Physics,neutral,This Physics course was average.,Prof. Johnson,Difficult,High,2023
5042,PS,Political Science,neutral,This Political Science course was so-so.,Ms. Monika P,Moderate,High,2024
5043,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Kalyani Jha,Difficult,Low,2023
5044,BI,Biology,negative,This Biology course was difficult.,Ms. Ishu C,Easy,High,2023
5045,EC,Economics,negative,This Economics course was boring.,Ms. Divya P D,Easy,High,2024
5046,MA,Mathematics,positive,This Mathematics course was interesting.,Prof. Smith,Difficult,High,2024
5047,HI,History,negative,This History course was boring.,Prof. Smith,Moderate,Low,2023
5048,SE,Software Engineering,negative,This Software Engineering course was unclear.,Ms. Aiman Syed C,Easy,High,2023
5049,MA,Mathematics,neutral,This Mathematics course was so-so.,Ms. Ruchika Gupta C,Moderate,Low,2023
5050,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Mukul S,Difficult,High,2023
5051,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Mr. Kunal Taneja,Easy,Medium,2023
5052,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Dhanya Patil D,Difficult,High,2023
5053,LI,Literature,positive,This Literature course was informative.,Ms. Aiman Syed C,Moderate,Medium,2023
5054,SO,Sociology,neutral,This Sociology course was average.,Ms. Ishu C,Easy,High,2024
5055,SE,Software Engineering,positive,This Software Engineering course was interesting.,Mr. Davis,Easy,Medium,2023
5056,ML,Machine Learning,positive,This Machine Learning course was excellent.,Ms. Ishu C,Easy,High,2024
5057,BI,Biology,negative,This Biology course was unorganized.,Mr. Davis,Difficult,Medium,2023
5058,CS,Computer Science,positive,This Computer Science course was engaging.,Ms. Brown,Easy,Low,2024
5059,EC,Economics,neutral,This Economics course was decent.,Ms. Aiman Syed C,Moderate,Low,2023
5060,LI,Literature,positive,This Literature course was excellent.,Ms. Ruchika Gupta C,Moderate,Low,2023
5061,CH,Chemistry,negative,This Chemistry course was disappointing.,Mr. Amitesh Jha,Easy,Low,2023
5062,PS,Political Science,negative,This Political Science course was disappointing.,Mr. Amitesh Jha,Easy,High,2024
5063,MA,Mathematics,negative,This Mathematics course was unorganized.,Ms. Mukul S,Moderate,High,2023
5064,PS,Psychology,negative,This Psychology course was boring.,Ms. Dhanya Patil D,Easy,Low,2023
5065,PS,Psychology,neutral,This Psychology course was fair.,Ms. Arpita S C,Moderate,Medium,2024
5066,SO,Sociology,negative,This Sociology course was unclear.,Mr. Amitesh Jha,Easy,Low,2023
5067,EC,Economics,negative,This Economics course was unorganized.,Ms. Arpita S C,Moderate,High,2024
5068,SO,Sociology,negative,This Sociology course was difficult.,Ms. Divya P D,Easy,Low,2024
5069,PH,Physics,neutral,This Physics course was decent.,Dr. Jones,Difficult,Low,2024
5070,BI,Biology,negative,This Biology course was difficult.,Mr. Mohit Jain,Difficult,Low,2024
5071,EC,Economics,negative,This Economics course was unorganized.,Ms. Arpita S C,Moderate,High,2023
5072,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Arpita S C,Difficult,High,2023
5073,PS,Psychology,neutral,This Psychology course was average.,Mr. Davis,Difficult,High,2023
5074,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Kalyani Jha,Easy,High,2023
5075,MA,Mathematics,negative,This Mathematics course was disappointing.,Prof. Johnson,Moderate,Low,2023
5076,LI,Literature,neutral,This Literature course was average.,Mr. Davis,Difficult,High,2023
5077,EC,Economics,positive,This Economics course was engaging.,Ms. Brown,Moderate,Low,2024
5078,CS,Computer Science,positive,This Computer Science course was interesting.,Ms. Divya P D,Easy,Medium,2024
5079,PH,Physics,negative,This Physics course was unorganized.,Mr. Kunal Taneja,Difficult,Medium,2024
5080,SE,Software Engineering,negative,This Software Engineering course was unorganized.,Mr. Davis,Difficult,High,2024
5081,ML,Machine Learning,negative,This Machine Learning course was unclear.,Prof. Smith,Difficult,High,2023
5082,SE,Software Engineering,positive,This Software Engineering course was great.,Ms. Kalyani Jha,Moderate,Low,2024
5083,HI,History,negative,This History course was unorganized.,Mr. Amitesh Jha,Moderate,High,2024
5084,PS,Political Science,negative,This Political Science course was unclear.,Mr. Davis,Difficult,Low,2024
5085,MA,Mathematics,positive,This Mathematics course was informative.,Ms. Divya P D,Moderate,High,2023
5086,HI,History,neutral,This History course was so-so.,Mr. Shishirendu Jha,Difficult,High,2023
5087,PS,Psychology,negative,This Psychology course was unorganized.,Ms. Mukul S,Easy,Medium,2023
5088,HI,History,positive,This History course was great.,Ms. Syed Humera B,Difficult,Low,2023
5089,PS,Political Science,positive,This Political Science course was great.,Ms. Rashi A,Difficult,Medium,2023
5090,HI,History,neutral,This History course was fair.,Mr. Amitesh Jha,Easy,Low,2024
5091,CH,Chemistry,negative,This Chemistry course was unclear.,Mr. Davis,Easy,Medium,2024
5092,CS,Computer Science,positive,This Computer Science course was interesting.,Ms. Ishu C,Moderate,Low,2023
5093,CS,Computer Science,negative,This Computer Science course was unorganized.,Mr. Kunal Taneja,Moderate,Medium,2024
5094,DS,Data Science,positive,This Data Science course was informative.,Ms. Syed Humera B,Difficult,Medium,2023
5095,CH,Chemistry,positive,This Chemistry course was excellent.,Dr. Jones,Difficult,High,2023
5096,SE,Software Engineering,neutral,This Software Engineering course was so-so.,Mr. Mohit Jain,Moderate,Medium,2023
5097,SO,Sociology,negative,This Sociology course was disappointing.,Mr. Mohit Jain,Difficult,High,2023
5098,LI,Literature,negative,This Literature course was disappointing.,Ms. Rashi A,Difficult,Low,2024
5099,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Mukul S,Difficult,Low,2024
5100,HI,History,positive,This History course was excellent.,Mr. Shishirendu Jha,Moderate,High,2024
5101,PH,Physics,positive,This Physics course was interesting.,Mr. Davis,Moderate,Low,2024
5102,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was decent.,Ms. Rashi A,Easy,Medium,2023
5103,MA,Mathematics,positive,This Mathematics course was informative.,Ms. Monika P,Difficult,Medium,2023
5104,BI,Biology,positive,This Biology course was informative.,Mr. Kunal Taneja,Easy,Low,2024
5105,SE,Software Engineering,negative,This Software Engineering course was unorganized.,Ms. Mukul S,Moderate,High,2024
5106,DS,Data Science,positive,This Data Science course was excellent.,Mr. Davis,Easy,High,2023
5107,SO,Sociology,positive,This Sociology course was interesting.,Mr. Davis,Easy,Low,2023
5108,DS,Data Science,neutral,This Data Science course was okay.,Ms. Brown,Difficult,High,2024
5109,PS,Psychology,neutral,This Psychology course was fair.,Ms. Rashi A,Difficult,Medium,2023
5110,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Mukul S,Moderate,High,2023
5111,MA,Mathematics,positive,This Mathematics course was interesting.,Dr. Jones,Easy,Low,2024
5112,PS,Political Science,neutral,This Political Science course was decent.,Ms. Kalyani Jha,Moderate,High,2024
5113,CS,Computer Science,positive,This Computer Science course was interesting.,Mr. Mohit Jain,Difficult,High,2023
5114,SE,Software Engineering,positive,This Software Engineering course was engaging.,Mr. Amitesh Jha,Difficult,Low,2024
5115,ML,Machine Learning,negative,This Machine Learning course was difficult.,Mr. Mohit Jain,Easy,Medium,2024
5116,DS,Data Science,neutral,This Data Science course was so-so.,Ms. Ruchika Gupta C,Easy,Low,2024
5117,CS,Computer Science,positive,This Computer Science course was great.,Mr. Abhay Kumar,Easy,High,2023
5118,LI,Literature,neutral,This Literature course was average.,Ms. Ruchika Gupta C,Easy,High,2024
5119,CS,Computer Science,negative,This Computer Science course was unorganized.,Ms. Divya P D,Easy,Low,2023
5120,PH,Physics,negative,This Physics course was disappointing.,Mr. Mohit Jain,Easy,High,2023
5121,DS,Data Science,positive,This Data Science course was interesting.,Ms. Ruchika Gupta C,Difficult,Medium,2023
5122,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Syed Humera B,Moderate,Medium,2024
5123,LI,Literature,positive,This Literature course was interesting.,Ms. Kalyani Jha,Easy,High,2023
5124,SO,Sociology,positive,This Sociology course was informative.,Ms. Brown,Moderate,Low,2023
5125,EC,Economics,positive,This Economics course was interesting.,Ms. Divya P D,Easy,Low,2024
5126,BI,Biology,negative,This Biology course was difficult.,Mr. Amitesh Jha,Difficult,High,2024
5127,CS,Computer Science,positive,This Computer Science course was excellent.,Mr. Kunal Taneja,Easy,High,2023
5128,LI,Literature,neutral,This Literature course was fair.,Dr. Jones,Moderate,High,2023
5129,DS,Data Science,positive,This Data Science course was informative.,Ms. Divya P D,Easy,Medium,2023
5130,PS,Psychology,positive,This Psychology course was great.,Ms. Rashi A,Easy,High,2023
5131,ML,Machine Learning,positive,This Machine Learning course was great.,Dr. Jones,Difficult,High,2023
5132,PH,Physics,neutral,This Physics course was okay.,Ms. Divya P D,Moderate,High,2024
5133,PH,Physics,neutral,This Physics course was okay.,Mr. Amitesh Jha,Easy,Low,2023
5134,SO,Sociology,positive,This Sociology course was informative.,Dr. Jones,Moderate,Low,2023
5135,ML,Machine Learning,positive,This Machine Learning course was engaging.,Mr. Abhay Kumar,Easy,Low,2023
5136,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Arpita S C,Easy,Medium,2023
5137,BI,Biology,negative,This Biology course was difficult.,Ms. Kalyani Jha,Easy,Medium,2024
5138,DS,Data Science,negative,This Data Science course was unorganized.,Mr. Davis,Moderate,Low,2023
5139,SE,Software Engineering,negative,This Software Engineering course was unclear.,Prof. Johnson,Difficult,Medium,2024
5140,CH,Chemistry,neutral,This Chemistry course was decent.,Mr. Shishirendu Jha,Moderate,High,2023
5141,PH,Physics,neutral,This Physics course was fair.,Mr. Abhay Kumar,Easy,High,2023
5142,PS,Psychology,neutral,This Psychology course was decent.,Ms. Kalyani Jha,Moderate,Medium,2023
5143,SE,Software Engineering,positive,This Software Engineering course was engaging.,Mr. Shishirendu Jha,Moderate,Low,2023
5144,SO,Sociology,negative,This Sociology course was difficult.,Ms. Ruchika Gupta C,Difficult,Medium,2023
5145,LI,Literature,neutral,This Literature course was decent.,Ms. Divya P D,Moderate,Medium,2024
5146,LI,Literature,negative,This Literature course was difficult.,Ms. Divya P D,Difficult,Medium,2024
5147,PS,Political Science,positive,This Political Science course was interesting.,Prof. Johnson,Easy,High,2024
5148,MA,Mathematics,negative,This Mathematics course was unorganized.,Ms. Arpita S C,Moderate,Low,2024
5149,PS,Political Science,neutral,This Political Science course was average.,Dr. Jones,Easy,Low,2024
5150,CS,Computer Science,positive,This Computer Science course was engaging.,Ms. Ruchika Gupta C,Moderate,Medium,2023
5151,PS,Psychology,neutral,This Psychology course was average.,Ms. Monika P,Difficult,High,2023
5152,HI,History,positive,This History course was engaging.,Ms. Ishu C,Moderate,Low,2023
5153,PS,Political Science,neutral,This Political Science course was so-so.,Ms. Mukul S,Difficult,High,2024
5154,CS,Computer Science,neutral,This Computer Science course was decent.,Ms. Kalyani Jha,Difficult,High,2023
5155,PS,Political Science,positive,This Political Science course was informative.,Ms. Mukul S,Difficult,Medium,2024
5156,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Prof. Johnson,Easy,Low,2024
5157,EC,Economics,positive,This Economics course was interesting.,Mr. Davis,Difficult,Low,2024
5158,SE,Software Engineering,positive,This Software Engineering course was interesting.,Ms. Dhanya Patil D,Difficult,High,2024
5159,EC,Economics,negative,This Economics course was unclear.,Mr. Kunal Taneja,Difficult,High,2023
5160,MA,Mathematics,neutral,This Mathematics course was so-so.,Mr. Shishirendu Jha,Difficult,Medium,2024
5161,PS,Political Science,negative,This Political Science course was boring.,Ms. Monika P,Difficult,Medium,2023
5162,CH,Chemistry,neutral,This Chemistry course was okay.,Dr. Jones,Easy,High,2023
5163,PS,Political Science,negative,This Political Science course was disappointing.,Ms. Mukul S,Difficult,High,2024
5164,SE,Software Engineering,neutral,This Software Engineering course was okay.,Mr. Davis,Easy,High,2023
5165,CH,Chemistry,negative,This Chemistry course was disappointing.,Mr. Mohit Jain,Easy,Low,2023
5166,HI,History,negative,This History course was unorganized.,Prof. Johnson,Moderate,High,2024
5167,EC,Economics,neutral,This Economics course was fair.,Ms. Rashi A,Easy,High,2024
5168,PH,Physics,negative,This Physics course was unclear.,Ms. Aiman Syed C,Easy,Low,2023
5169,CH,Chemistry,negative,This Chemistry course was difficult.,Prof. Johnson,Easy,Low,2023
5170,CH,Chemistry,positive,This Chemistry course was engaging.,Prof. Smith,Difficult,Low,2024
5171,SO,Sociology,neutral,This Sociology course was fair.,Ms. Brown,Easy,Medium,2023
5172,LI,Literature,neutral,This Literature course was decent.,Ms. Monika P,Moderate,High,2023
5173,LI,Literature,neutral,This Literature course was fair.,Ms. Dhanya Patil D,Difficult,High,2023
5174,SE,Software Engineering,neutral,This Software Engineering course was average.,Ms. Monika P,Moderate,Medium,2023
5175,MA,Mathematics,negative,This Mathematics course was disappointing.,Mr. Abhay Kumar,Moderate,Low,2024
5176,SE,Software Engineering,positive,This Software Engineering course was informative.,Ms. Syed Humera B,Moderate,Low,2023
5177,LI,Literature,negative,This Literature course was disappointing.,Dr. Jones,Moderate,Medium,2023
5178,SO,Sociology,neutral,This Sociology course was fair.,Dr. Jones,Moderate,High,2024
5179,LI,Literature,negative,This Literature course was difficult.,Mr. Mohit Jain,Moderate,High,2024
5180,DS,Data Science,negative,This Data Science course was disappointing.,Mr. Amitesh Jha,Moderate,Medium,2023
5181,AI,Artificial Intelligence,negative,This Artificial Intelligence course was difficult.,Mr. Amitesh Jha,Easy,Medium,2023
5182,PS,Psychology,neutral,This Psychology course was okay.,Ms. Arpita S C,Difficult,High,2024
5183,SE,Software Engineering,positive,This Software Engineering course was informative.,Ms. Mukul S,Easy,Medium,2024
5184,SE,Software Engineering,positive,This Software Engineering course was interesting.,Ms. Kalyani Jha,Moderate,Medium,2024
5185,ML,Machine Learning,negative,This Machine Learning course was unclear.,Mr. Mohit Jain,Moderate,High,2023
5186,CH,Chemistry,neutral,This Chemistry course was okay.,Ms. Kalyani Jha,Moderate,High,2024
5187,AI,Artificial Intelligence,positive,This Artificial Intelligence course was engaging.,Ms. Syed Humera B,Easy,High,2023
5188,DS,Data Science,negative,This Data Science course was difficult.,Mr. Kunal Taneja,Moderate,Low,2023
5189,ML,Machine Learning,positive,This Machine Learning course was great.,Ms. Aiman Syed C,Difficult,Medium,2023
5190,CH,Chemistry,negative,This Chemistry course was unorganized.,Ms. Monika P,Moderate,Medium,2024
5191,LI,Literature,negative,This Literature course was unclear.,Ms. Ruchika Gupta C,Moderate,High,2024
5192,SE,Software Engineering,negative,This Software Engineering course was boring.,Prof. Johnson,Difficult,High,2023
5193,CH,Chemistry,negative,This Chemistry course was disappointing.,Ms. Rashi A,Moderate,Low,2023
5194,DS,Data Science,positive,This Data Science course was great.,Ms. Kalyani Jha,Easy,High,2023
5195,SE,Software Engineering,positive,This Software Engineering course was great.,Mr. Mohit Jain,Easy,Low,2023
5196,EC,Economics,negative,This Economics course was boring.,Ms. Ruchika Gupta C,Moderate,Medium,2024
5197,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Aiman Syed C,Difficult,Low,2023
5198,LI,Literature,negative,This Literature course was disappointing.,Mr. Amitesh Jha,Easy,Medium,2024
5199,DS,Data Science,negative,This Data Science course was unclear.,Ms. Ishu C,Moderate,Low,2023
5200,DS,Data Science,positive,This Data Science course was excellent.,Mr. Mohit Jain,Moderate,Low,2024
5201,CS,Computer Science,negative,This Computer Science course was disappointing.,Prof. Smith,Difficult,Medium,2024
5202,HI,History,positive,This History course was informative.,Prof. Johnson,Moderate,Low,2024
5203,AI,Artificial Intelligence,positive,This Artificial Intelligence course was excellent.,Ms. Arpita S C,Moderate,Low,2023
5204,ML,Machine Learning,positive,This Machine Learning course was interesting.,Mr. Abhay Kumar,Easy,High,2024
5205,SO,Sociology,negative,This Sociology course was unorganized.,Ms. Ishu C,Moderate,High,2023
5206,EC,Economics,positive,This Economics course was informative.,Ms. Monika P,Moderate,High,2024
5207,SO,Sociology,neutral,This Sociology course was fair.,Mr. Abhay Kumar,Easy,Low,2023
5208,SO,Sociology,negative,This Sociology course was boring.,Ms. Dhanya Patil D,Moderate,Low,2023
5209,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Syed Humera B,Difficult,Medium,2024
5210,LI,Literature,neutral,This Literature course was so-so.,Ms. Ishu C,Moderate,Low,2024
5211,CS,Computer Science,negative,This Computer Science course was unorganized.,Ms. Ishu C,Difficult,Medium,2024
5212,CS,Computer Science,neutral,This Computer Science course was fair.,Ms. Aiman Syed C,Easy,Low,2024
5213,SE,Software Engineering,positive,This Software Engineering course was interesting.,Mr. Abhay Kumar,Easy,Low,2023
5214,PS,Psychology,neutral,This Psychology course was decent.,Ms. Arpita S C,Moderate,Medium,2023
5215,PS,Political Science,positive,This Political Science course was excellent.,Ms. Aiman Syed C,Easy,Medium,2024
5216,CH,Chemistry,negative,This Chemistry course was unorganized.,Ms. Mukul S,Easy,High,2023
5217,CH,Chemistry,neutral,This Chemistry course was okay.,Mr. Amitesh Jha,Difficult,Medium,2023
5218,ML,Machine Learning,positive,This Machine Learning course was excellent.,Prof. Smith,Difficult,Low,2023
5219,PS,Psychology,neutral,This Psychology course was fair.,Prof. Johnson,Difficult,High,2024
5220,HI,History,neutral,This History course was decent.,Ms. Arpita S C,Easy,Low,2023
5221,PS,Political Science,negative,This Political Science course was difficult.,Mr. Abhay Kumar,Moderate,Low,2023
5222,SO,Sociology,neutral,This Sociology course was decent.,Ms. Ruchika Gupta C,Moderate,Medium,2023
5223,SE,Software Engineering,negative,This Software Engineering course was boring.,Ms. Ruchika Gupta C,Moderate,Low,2023
5224,SO,Sociology,positive,This Sociology course was great.,Ms. Mukul S,Moderate,Low,2023
5225,PH,Physics,negative,This Physics course was boring.,Ms. Arpita S C,Difficult,Low,2024
5226,PS,Psychology,negative,This Psychology course was difficult.,Ms. Mukul S,Difficult,High,2023
5227,CH,Chemistry,negative,This Chemistry course was difficult.,Ms. Aiman Syed C,Easy,Low,2023
5228,BI,Biology,positive,This Biology course was engaging.,Ms. Ishu C,Moderate,Medium,2024
5229,MA,Mathematics,neutral,This Mathematics course was fair.,Mr. Amitesh Jha,Difficult,High,2024
5230,BI,Biology,neutral,This Biology course was decent.,Ms. Divya P D,Difficult,Medium,2024
5231,EC,Economics,positive,This Economics course was excellent.,Ms. Mukul S,Moderate,Medium,2024
5232,ML,Machine Learning,negative,This Machine Learning course was unorganized.,Prof. Johnson,Difficult,Low,2024
5233,SE,Software Engineering,positive,This Software Engineering course was engaging.,Ms. Rashi A,Moderate,Medium,2024
5234,PS,Psychology,neutral,This Psychology course was average.,Ms. Monika P,Moderate,Medium,2024
5235,PH,Physics,negative,This Physics course was boring.,Mr. Abhay Kumar,Moderate,High,2023
5236,HI,History,neutral,This History course was fair.,Ms. Divya P D,Moderate,Low,2023
5237,EC,Economics,neutral,This Economics course was so-so.,Mr. Mohit Jain,Moderate,High,2024
5238,LI,Literature,negative,This Literature course was boring.,Mr. Davis,Difficult,Medium,2023
5239,BI,Biology,positive,This Biology course was engaging.,Mr. Davis,Easy,Medium,2024
5240,DS,Data Science,neutral,This Data Science course was decent.,Ms. Ruchika Gupta C,Easy,Medium,2023
5241,PS,Psychology,neutral,This Psychology course was fair.,Mr. Abhay Kumar,Difficult,Medium,2023
5242,SO,Sociology,positive,This Sociology course was excellent.,Mr. Aditya Kumar,Easy,High,2023
5243,HI,History,positive,This History course was informative.,Mr. Shishirendu Jha,Moderate,Low,2023
5244,SO,Sociology,positive,This Sociology course was interesting.,Ms. Dhanya Patil D,Easy,High,2024
5245,SE,Software Engineering,positive,This Software Engineering course was interesting.,Mr. Mohit Jain,Moderate,Low,2024
5246,CS,Computer Science,negative,This Computer Science course was boring.,Mr. Kunal Taneja,Moderate,Medium,2023
5247,EC,Economics,neutral,This Economics course was average.,Ms. Ishu C,Difficult,Low,2023
5248,PS,Psychology,positive,This Psychology course was interesting.,Mr. Kunal Taneja,Difficult,Medium,2024
5249,SE,Software Engineering,negative,This Software Engineering course was boring.,Ms. Syed Humera B,Moderate,Low,2024
5250,CS,Computer Science,positive,This Computer Science course was interesting.,Prof. Smith,Easy,Low,2024
5251,PS,Psychology,positive,This Psychology course was interesting.,Ms. Aiman Syed C,Difficult,Medium,2023
5252,PS,Psychology,neutral,This Psychology course was okay.,Mr. Kunal Taneja,Difficult,High,2023
5253,LI,Literature,positive,This Literature course was great.,Mr. Davis,Moderate,Low,2023
5254,PH,Physics,positive,This Physics course was informative.,Mr. Kunal Taneja,Moderate,Low,2023
5255,SE,Software Engineering,neutral,This Software Engineering course was fair.,Ms. Aiman Syed C,Easy,High,2024
5256,DS,Data Science,negative,This Data Science course was unorganized.,Mr. Davis,Difficult,High,2023
5257,CS,Computer Science,positive,This Computer Science course was informative.,Mr. Shishirendu Jha,Moderate,High,2023
5258,CH,Chemistry,negative,This Chemistry course was boring.,Mr. Mohit Jain,Moderate,Low,2024
5259,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Mukul S,Easy,High,2024
5260,DS,Data Science,neutral,This Data Science course was decent.,Ms. Brown,Easy,Low,2023
5261,SO,Sociology,neutral,This Sociology course was decent.,Ms. Divya P D,Easy,Low,2024
5262,EC,Economics,negative,This Economics course was disappointing.,Ms. Dhanya Patil D,Easy,High,2024
5263,BI,Biology,positive,This Biology course was excellent.,Ms. Brown,Difficult,Low,2024
5264,DS,Data Science,negative,This Data Science course was difficult.,Mr. Davis,Moderate,High,2023
5265,HI,History,positive,This History course was excellent.,Ms. Rashi A,Moderate,Low,2024
5266,SO,Sociology,neutral,This Sociology course was fair.,Ms. Aiman Syed C,Easy,Low,2023
5267,BI,Biology,negative,This Biology course was unorganized.,Mr. Aditya Kumar,Moderate,Medium,2024
5268,CH,Chemistry,neutral,This Chemistry course was fair.,Ms. Ruchika Gupta C,Moderate,Medium,2023
5269,PH,Physics,positive,This Physics course was engaging.,Ms. Syed Humera B,Moderate,Low,2024
5270,CS,Computer Science,neutral,This Computer Science course was okay.,Mr. Mohit Jain,Difficult,Medium,2023
5271,SO,Sociology,positive,This Sociology course was informative.,Ms. Arpita S C,Difficult,Medium,2023
5272,CH,Chemistry,neutral,This Chemistry course was fair.,Prof. Johnson,Moderate,Low,2023
5273,SO,Sociology,positive,This Sociology course was great.,Ms. Rashi A,Easy,High,2023
5274,PS,Political Science,positive,This Political Science course was informative.,Mr. Davis,Difficult,High,2024
5275,PH,Physics,negative,This Physics course was disappointing.,Ms. Ishu C,Easy,Low,2023
5276,CH,Chemistry,negative,This Chemistry course was unorganized.,Ms. Syed Humera B,Difficult,High,2023
5277,PS,Psychology,negative,This Psychology course was disappointing.,Ms. Divya P D,Easy,Low,2023
5278,EC,Economics,negative,This Economics course was boring.,Mr. Aditya Kumar,Easy,High,2024
5279,LI,Literature,positive,This Literature course was informative.,Mr. Shishirendu Jha,Moderate,Low,2023
5280,PS,Political Science,neutral,This Political Science course was decent.,Mr. Abhay Kumar,Easy,Low,2024
5281,PS,Psychology,neutral,This Psychology course was so-so.,Ms. Ishu C,Easy,High,2023
5282,EC,Economics,positive,This Economics course was interesting.,Mr. Abhay Kumar,Easy,Medium,2023
5283,MA,Mathematics,neutral,This Mathematics course was so-so.,Ms. Arpita S C,Difficult,High,2023
5284,EC,Economics,negative,This Economics course was boring.,Ms. Rashi A,Moderate,Medium,2023
5285,EC,Economics,neutral,This Economics course was decent.,Mr. Davis,Moderate,Medium,2024
5286,MA,Mathematics,neutral,This Mathematics course was decent.,Mr. Shishirendu Jha,Difficult,Medium,2023
5287,HI,History,positive,This History course was engaging.,Ms. Monika P,Difficult,High,2023
5288,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Ms. Arpita S C,Easy,Medium,2023
5289,PS,Political Science,negative,This Political Science course was unclear.,Ms. Brown,Moderate,Low,2023
5290,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Prof. Johnson,Easy,Low,2024
5291,ML,Machine Learning,neutral,This Machine Learning course was so-so.,Ms. Rashi A,Difficult,Medium,2023
5292,BI,Biology,positive,This Biology course was informative.,Mr. Abhay Kumar,Easy,Medium,2024
5293,CS,Computer Science,negative,This Computer Science course was unorganized.,Mr. Aditya Kumar,Moderate,Medium,2023
5294,ML,Machine Learning,negative,This Machine Learning course was boring.,Ms. Ruchika Gupta C,Easy,High,2024
5295,SE,Software Engineering,negative,This Software Engineering course was difficult.,Ms. Brown,Difficult,Medium,2023
5296,SE,Software Engineering,negative,This Software Engineering course was disappointing.,Ms. Ruchika Gupta C,Moderate,Medium,2023
5297,LI,Literature,negative,This Literature course was difficult.,Ms. Aiman Syed C,Moderate,High,2023
5298,HI,History,negative,This History course was boring.,Mr. Kunal Taneja,Easy,Low,2023
5299,PS,Political Science,neutral,This Political Science course was fair.,Ms. Aiman Syed C,Difficult,Low,2024
5300,PS,Political Science,neutral,This Political Science course was so-so.,Mr. Kunal Taneja,Easy,Low,2024
5301,PH,Physics,negative,This Physics course was unorganized.,Ms. Mukul S,Easy,Low,2024
5302,BI,Biology,negative,This Biology course was unclear.,Ms. Mukul S,Moderate,High,2023
5303,EC,Economics,positive,This Economics course was engaging.,Ms. Aiman Syed C,Moderate,Low,2023
5304,PS,Psychology,neutral,This Psychology course was average.,Dr. Jones,Moderate,High,2024
5305,HI,History,positive,This History course was great.,Ms. Mukul S,Difficult,High,2023
5306,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Ms. Monika P,Difficult,High,2024
5307,EC,Economics,negative,This Economics course was unclear.,Ms. Brown,Easy,Low,2023
5308,BI,Biology,neutral,This Biology course was average.,Prof. Johnson,Difficult,High,2024
5309,PS,Political Science,negative,This Political Science course was difficult.,Ms. Ishu C,Difficult,Medium,2023
5310,SO,Sociology,negative,This Sociology course was disappointing.,Prof. Smith,Difficult,Low,2023
5311,BI,Biology,positive,This Biology course was informative.,Ms. Syed Humera B,Moderate,High,2024
5312,DS,Data Science,neutral,This Data Science course was okay.,Ms. Arpita S C,Easy,Low,2024
5313,SE,Software Engineering,positive,This Software Engineering course was engaging.,Ms. Brown,Difficult,Medium,2024
5314,CH,Chemistry,positive,This Chemistry course was informative.,Prof. Johnson,Difficult,High,2024
5315,PS,Psychology,positive,This Psychology course was engaging.,Ms. Ishu C,Moderate,High,2024
5316,EC,Economics,negative,This Economics course was unorganized.,Ms. Divya P D,Difficult,Low,2023
5317,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Dr. Jones,Easy,High,2023
5318,HI,History,positive,This History course was interesting.,Ms. Kalyani Jha,Moderate,Medium,2024
5319,DS,Data Science,neutral,This Data Science course was average.,Ms. Monika P,Easy,High,2024
5320,PS,Psychology,neutral,This Psychology course was fair.,Mr. Mohit Jain,Difficult,Medium,2023
5321,SE,Software Engineering,positive,This Software Engineering course was interesting.,Ms. Kalyani Jha,Easy,High,2024
5322,DS,Data Science,neutral,This Data Science course was okay.,Ms. Ishu C,Moderate,Low,2024
5323,EC,Economics,positive,This Economics course was great.,Prof. Johnson,Easy,Medium,2023
5324,DS,Data Science,negative,This Data Science course was unorganized.,Mr. Shishirendu Jha,Difficult,High,2023
5325,PS,Political Science,negative,This Political Science course was unclear.,Mr. Mohit Jain,Difficult,High,2023
5326,CH,Chemistry,neutral,This Chemistry course was decent.,Ms. Monika P,Moderate,Low,2024
5327,CH,Chemistry,neutral,This Chemistry course was fair.,Dr. Jones,Moderate,Low,2023
5328,ML,Machine Learning,positive,This Machine Learning course was excellent.,Mr. Mohit Jain,Easy,High,2023
5329,CS,Computer Science,negative,This Computer Science course was unorganized.,Mr. Mohit Jain,Difficult,Low,2024
